Release Date,Book,Chapter Number,Chapter Name,Speaker,Dialogue,Addressee,Listener,About Character,Mentioned Character,Present
8/6/1996,A Game Of Thrones,12,Eddard II,Eddard Stark,"Boy or man, he had no right to that throne.",Robert Baratheon,,Jaime Lannister,,TRUE
8/6/1996,A Game Of Thrones,12,Eddard II,Robert Baratheon,"Perhaps he was tired,",Eddard Stark,,Jaime Lannister,,TRUE
8/6/1996,A Game Of Thrones,12,Eddard II,Robert Baratheon,"Killing kings is weary work. Gods know, there's no place else to rest your ass in that damnable room. And he spoke truly, it is a monstrous uncomfortable chair. In more ways than one.",Eddard Stark,,Jaime Lannister,,TRUE
8/6/1996,A Game Of Thrones,12,Eddard II,Robert Baratheon,"Well, now I know Jaime's dark sin, and the matter can be forgotten. I am heartily sick of secrets and squabbles and matters of state, Ned. It's all as tedious as counting coppers. Come, let's ride, you used to know how. I want to feel the wind in my hair again.",Eddard Stark,,Jaime Lannister,Jaime Lannister,TRUE
,,,,,,,,,,
8/6/1996,A Game Of Thrones,13,Tyrion II,Yoren,"Rapers,",Unknown (Peasants),Tyrion Lannister,,,FALSE
8/6/1996,A Game Of Thrones,13,Tyrion II,Benjen Stark,"I warn you, Lannister, you'll find no inns at the Wall,",Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,"No doubt you'll find some place to put me,",Benjen Stark,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,"As you might have noticed, I'm small.",Benjen Stark,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Benjen Stark,"You will not like the ride, I promise you that,",Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Jon Snow,Why do you read so much?,Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,Look at me and tell me what you see.,Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Jon Snow,Is this some kind of trick? I see you. Tyrion Lannister.,Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,"You are remarkably polite for a bastard, Snow. What you see is a dwarf. You are what, twelve?",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Jon Snow,"Fourteen,",Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,"Fourteen, and you're taller than I will ever be. My legs are short and twisted, and I walk with difficulty. I require a special saddle to keep from falling off my horse. A saddle of my own design, you may be interested to know. It was either that or ride a pony. My arms are strong enough, but again, too short. I will never make a swordsman. Had I been born a peasant, they might have left me out to die, or sold me to some slaver's grotesquerie. Alas, I was born a Lannister of Casterly Rock, and the grotesqueries are all the poorer. Things are expected of me. My father was the Hand of the King for twenty years. My brother later killed that very same king, as it turns out, but life is full of these little ironies. My sister married the new king and my repulsive nephew will be king after him. I must do my part for the honor of my House, wouldn't you agree? Yet how? Well, my legs may be too small for my body, but my head is too large, although I prefer to think it is just large enough for my mind. I have a realistic grasp of my own strengths and weaknesses. My mind is my weapon. My brother has his sword, King Robert has his warhammer, and I have my mind… and a mind needs books as a sword needs a whetstone, if it is to keep its edge.",Jon Snow,,Tywin Lannister;Jaime Lannister;Robert Baratheon;Joffrey Baratheon;Cersei Lannister;Aerys II Targaryen,Robert Baratheon,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,"That's why I read so much, Jon Snow.",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Jon Snow,What are you reading about?,Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,"Dragons,",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Jon Snow,"What good is that? There are no more dragons,",Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,"So they say,",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,"Sad, isn't it? When I was your age, used to dream of having a dragon of my own.",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Jon Snow,You did?,Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,"Oh, yes. Even a stunted, twisted, ugly little boy can look down over the world when he's seated on a dragon's back.",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,"I used to start fires in the bowels of Casterly Rock and stare at the flames for hours, pretending they were dragonfire. Sometimes I'd imagine my father burning. At other times, my sister.",Jon Snow,,Tywin Lannister;Cersei Lannister,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,"Don't look at me that way, bastard. I know your secret. You've dreamt the same kind of dreams.",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Jon Snow,"No,",Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Jon Snow,I wouldn't…,Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,No? Never?,Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,"Well, no doubt the Starks have been terribly good to you. I'm certain Lady Stark treats you as if you were one of her own. And your brother Robb, he's always been kind, and why not? He gets Winterfell and you get the Wall. And your father… he must have good reasons for packing you off to the Night's Watch…",Jon Snow,,Catelyn Stark;Robb Stark;Eddard Stark,Catelyn Stark;Robb Stark,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Jon Snow,"Stop it,",Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Jon Snow,The Night's Watch is a noble calling!,Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,"You're too smart to believe that. The Night's Watch is a midden heap for all the misfits of the realm. I've seen you looking at Yoren and his boys. Those are your new brothers, Jon Snow, how do you like them? Sullen peasants, debtors, poachers, rapers, thieves, and bastards like you all wind up on the Wall, watching for grumkins and snarks and all the other monsters your wet nurse warned you about. The good part is there are no grumkins or snarks, so it's scarcely dangerous work. The bad part is you freeze your balls off, but since you're not allowed to breed anyway, I don't suppose that matters.",Jon Snow,,Yoren,Yoren,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Jon Snow,Stop it!,Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,"Help me,",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,"Don't help me, then. I'll sit right here until you leave.",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Jon Snow,Ask me nicely.,Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,"I should be very grateful for your kind assistance, Jon,",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Jon Snow,"Down, Ghost,",Ghost,Tyrion Lannister,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,Why did he attack me?,Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Jon Snow,Maybe he thought you were a grumkin.,Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,"Oh, gods,",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,I suppose I do rather look like a grumkin. What does he do to snarks?,Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Jon Snow,You don't want to know.,Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,Want some?,Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Jon Snow,"It's true, isn't it?",Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Jon Snow,What you said about the Night's Watch.,Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Jon Snow,"If that's what it is, that's what it is.",Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,"That's good, bastard. Most men would rather deny a hard truth than face it.",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Jon Snow,"Most men,",Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Jon Snow,But not you.,Tyrion Lannister,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,"No,",Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,not me. I seldom even dream of dragons anymore. There are no dragons.,Jon Snow,,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,"Come, we had better return to camp before your uncle calls the banners.",Jon Snow,,Benjen Stark,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,"More pepper,",Morrec,Benjen Stark;Jon Snow,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Benjen Stark,"There you are. Jon, damn it, don't go off like that by yourself. I thought the Others had gotten you.",Jon Snow,Tyrion Lannister,,,TRUE
8/6/1996,A Game Of Thrones,13,Tyrion II,Tyrion Lannister,"It was the grumkins,",Benjen Stark,Jon Snow,,,TRUE
,,,,,,,,,,
8/6/1996,A Game Of Thrones,14,Catelyn III,Luwin,"It is past time that we reviewed the figures, my lady,",Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Luwin,You'll want to know how much this royal visit cost us.,Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"I have no need to look at figures, Maester Luwin,",Luwin,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,I know what the visit cost us. Take the books away.,Luwin,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Luwin,"My lady, the king's party had healthy appetites. We must replenish our stores before—",Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"I said, take the books away. The steward will attend to our needs.",Luwin,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Luwin,"We have no steward,",Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Luwin,Poole went south to establish Lord Eddard's household at King's Landing.,Catelyn Stark,,Eddard Stark;Vayon Poole,Eddard Stark;Vayon Poole,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"Oh, yes. I remember.",Luwin,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Luwin,"There are several appointments that require your immediate attention, my lady. Besides the steward, we need a captain of the guards to fill Jory's place, a new master of horse—",Catelyn Stark,,Jory Cassel,Jory Cassel,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,A master of horse?,Luwin,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Luwin,"Yes, my lady. Hullen rode south with Lord Eddard, so—",Catelyn Stark,,Hullen,Hullen,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"My son lies here broken and dying, Luwin, and you wish to discuss a new master of horse? Do you think I care what happens in the stables? Do you think it matters to me one whit? I would gladly butcher every horse in Winterfell with my own hands if it would open Bran's eyes, do you understand that? Do you?",Luwin,Robb Stark,Bran Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Luwin,"Yes, my lady, but the appointments—",Catelyn Stark,Robb Stark,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,"I'll make the appointments,",Luwin,Catelyn Stark,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Luwin,"I have prepared a list of those we might wish to consider for the vacant offices,",Robb Stark,Catelyn Stark,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,"Good men,",Luwin,Catelyn Stark,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,We'll talk about them tomorrow.,Luwin,Catelyn Stark,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Luwin,"Very good, my lord.",Robb Stark,Catelyn Stark,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,"Leave us now,",Luwin,Catelyn Stark,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,"Mother, what are you doing?",Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,What am I doing?,Robb Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,How can you ask that? What do you imagine I'm doing? I am taking care of your brother. I am taking care of Bran.,Robb Stark,,Bran Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,Is that what you call it? You haven't left this room since Bran was hurt. You didn't even come to the gate when Father and the girls went south.,Catelyn Stark,,Bran Stark;Eddard Stark;Sansa Stark;Arya Stark,Bran Stark;Eddard Stark,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"I said my farewells to them here, and watched them ride out from that window.",Robb Stark,,Eddard Stark;Sansa Stark;Arya Stark,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"I can't leave him, even for a moment, not when any moment could be his last. I have to be with him, if… if…",Robb Stark,,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,"He's not going to die, Mother. Maester Luwin says the time of greatest danger has passed.",Catelyn Stark,,Luwin;Bran Stark,Luwin,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,And what if Maester Luwin is wrong? What if Bran needs me and I'm not here?,Robb Stark,,Bran Stark;Luwin,Bran Stark;Luwin,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,"Rickon needs you,",Catelyn Stark,,Rickon Stark,Rickon Stark,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,"He's only three, he doesn't understand what's happening. He thinks everyone has deserted him, so he follows me around all day, clutching my leg and crying. I don't know what to do with him.",Catelyn Stark,,Rickon Stark,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,"Mother, I need you too. I'm trying but I can't… I can't do it all by myself.",Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,Bran's.,Catelyn Stark,,Bran Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"Don't,",Robb Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,Bran needs to stay warm.,Robb Stark,,Bran Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,"He needs to hear them sing,",Catelyn Stark,,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,"Shaggydog and Grey Wind,",Catelyn Stark,,,Shaggydog;Grey Wind,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,You can tell them apart if you listen close.,Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,Make them stop!,Robb Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"I can't stand it, make them stop, make them stop, kill them all if you must, just make them stop!",Robb Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,"Don't be afraid, Mother. They would never hurt him.",Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,"Close your eyes,",Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,Rest. Maester Luwin tells me you've hardly slept since Bran's fall.,Catelyn Stark,,Luwin;Bran Stark,Luwin;Bran Stark,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"I can't,",Robb Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"Gods forgive me, Robb, I can't, what if he dies while I'm asleep, what if he dies, what if he dies…",Robb Stark,,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"Oh, gods, close the window!",Robb Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,If you swear to me you'll sleep.,Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,"Dogs,",Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,All the dogs are barking. They've never done that before…,Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,"Fire,",Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"Help me,",Robb Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,Help me with Bran.,Robb Stark,,Bran Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,"The library tower's on fire,",Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"Thank the gods,",Robb Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,"Mother, stay here. I'll come back as soon as the fire's out.",Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Unknown,Fire!,,,,,FALSE
8/6/1996,A Game Of Thrones,14,Catelyn III,Unknown (Bran's assassin),"You weren't s'posed to be here,",Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Unknown (Bran's assassin),No one was s'posed to be here.,Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"No,",Unknown (Bran's assassin),,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Unknown (Bran's assassin),"It's a mercy,",Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Unknown (Bran's assassin),He's dead already.,Catelyn Stark,,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"No,",Unknown (Bran's assassin),,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"No, you can't.",Unknown (Bran's assassin),,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Unknown (Bran's assassin),"You weren't s'posed to be here,",Catelyn Stark,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"Thank you,",Summer,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"Bring me some bread and honey,",Unknown (Servants),,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,and take word to Maester Luwin that my bandages want changing.,Unknown (Servants),,Luwin,Luwin,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,Who was he?,Robb Stark;Rodrik Cassel;Theon Greyjoy;Hallis Mollen,,Unknown (Bran's assassin),,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Hallis Mollen,"No one knows his name,",Catelyn Stark,Robb Stark;Rodrik Cassel;Theon Greyjoy,Unknown (Bran's assassin),,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Hallis Mollen,"He was no man of Winterfell, m'lady, but some says they seen him here and about the castle these past few weeks.",Catelyn Stark,Robb Stark;Rodrik Cassel;Theon Greyjoy,Unknown (Bran's assassin),,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"One of the king's men, then,",Hallis Mollen,Robb Stark;Rodrik Cassel;Theon Greyjoy,Unknown (Bran's assassin),,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,or one of the Lannisters'. He could have waited behind when the others left.,Hallis Mollen,Robb Stark;Rodrik Cassel;Theon Greyjoy,Unknown (Bran's assassin),,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Hallis Mollen,"Maybe,",Catelyn Stark,Robb Stark;Rodrik Cassel;Theon Greyjoy,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Hallis Mollen,"With all these strangers filling up Winterfell of late, there's no way of saying who he belonged to.",Catelyn Stark,Robb Stark;Rodrik Cassel;Theon Greyjoy,Unknown (Bran's assassin),,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Theon Greyjoy,"He'd been hiding in your stables,",Catelyn Stark,Robb Stark;Rodrik Cassel;Hallis Mollen,Unknown (Bran's assassin),,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Theon Greyjoy,You could smell it on him.,Catelyn Stark,Robb Stark;Rodrik Cassel;Hallis Mollen,Unknown (Bran's assassin),,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,And how could he go unnoticed?,Theon Greyjoy;Hallis Mollen,Robb Stark;Rodrik Cassel,Unknown (Bran's assassin),,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Hallis Mollen,"Between the horses Lord Eddard took south and them we sent north to the Night's Watch, the stalls were half-empty. It were no great trick to hide from the stableboys. Could be Hodor saw him, the talk is that boy's been acting queer, but simple as he is…",Catelyn Stark,Robb Stark;Rodrik Cassel;Theon Greyjoy,Unknown (Bran's assassin);Hodor,Hodor,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,"We found where he'd been sleeping,",Catelyn Stark,Hallis Mollen;Theon Greyjoy;Rodrik Cassel,Unknown (Bran's assassin),,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,He had ninety silver stags in a leather bag buried beneath the straw.,Catelyn Stark,Hallis Mollen;Theon Greyjoy;Rodrik Cassel,Unknown (Bran's assassin),,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"It's good to know my son's life was not sold cheaply,",Robb Stark;Hallis Mollen,Theon Greyjoy;Rodrik Cassel,Unknown (Bran's assassin);Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Hallis Mollen,"Begging your grace, m'lady, you saying he was out to kill your boy?",Catelyn Stark,Robb Stark;Theon Greyjoy;Rodrik Cassel,Unknown (Bran's assassin);Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Theon Greyjoy,That's madness.,Catelyn Stark;Hallis Mollen,Robb Stark;Rodrik Cassel,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"He came for Bran,",Hallis Mollen;Theon Greyjoy,Robb Stark;Rodrik Cassel,Unknown (Bran's assassin);Bran Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"He kept muttering how I wasn't supposed to be there. He set the library fire thinking I would rush to put it out, taking any guards with me. If I hadn't been half-mad with grief, it would have worked.",Hallis Mollen;Theon Greyjoy,Robb Stark;Rodrik Cassel,Unknown (Bran's assassin),,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,Why would anyone want to kill Bran?,Catelyn Stark,Theon Greyjoy;Hallis Mollen;Rodrik Cassel,Bran Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,"Gods, he's only a little boy, helpless, sleeping…",Catelyn Stark,Theon Greyjoy;Hallis Mollen;Rodrik Cassel,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"If you are to rule in the north, you must think these things through, Robb. Answer your own question. Why would anyone want to kill a sleeping child?",Robb Stark,Theon Greyjoy;Hallis Mollen;Rodrik Cassel,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"How is my son, Maester?",Luwin,Robb Stark;Theon Greyjoy;Hallis Mollen;Rodrik Cassel,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Luwin,"Unchanged, my lady.",Catelyn Stark,Robb Stark;Theon Greyjoy;Hallis Mollen;Rodrik Cassel,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,Do you have the answer yet?,Robb Stark,Theon Greyjoy;Hallis Mollen;Rodrik Cassel;Luwin,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,"Someone is afraid Bran might wake up,",Catelyn Stark,Theon Greyjoy;Hallis Mollen;Rodrik Cassel;Luwin,Bran Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,"afraid of what he might say or do, afraid of something he knows.",Catelyn Stark,Theon Greyjoy;Hallis Mollen;Rodrik Cassel;Luwin,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,Very good.,Robb Stark,Theon Greyjoy;Hallis Mollen;Rodrik Cassel;Luwin,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"We must keep Bran safe. If there was one killer, there could be others.",Robb Stark;Hallis Mollen;Theon Greyjoy;Luwin;Rodrik Cassel,,Bran Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Hallis Mollen,"How many guards do you want, rn'lady?",Catelyn Stark,Robb Stark;Theon Greyjoy;Luwin;Rodrik Cassel,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"So long as Lord Eddard is away, my son is the master of Winterfell,",Hallis Mollen,Robb Stark;Theon Greyjoy;Luwin;Rodrik Cassel,Robb Stark;Eddard Stark,Eddard Stark,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,"Put one man in the sickroom, night and day, one outside the door, two at the bottom of the stairs. No one sees Bran without my warrant or my mother's.",Hallis Mollen,Catelyn Stark;Theon Greyjoy;Luwin;Rodrik Cassel,Bran Stark;Catelyn Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Hallis Mollen,"As you say, m'lord.",Robb Stark,Catelyn Stark;Theon Greyjoy;Luwin;Rodrik Cassel,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"Do it now,",Hallis Mollen,Robb Stark;Theon Greyjoy;Luwin;Rodrik Cassel,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,"And let his wolf stay in the room with him,",Hallis Mollen,Catelyn Stark;Theon Greyjoy;Luwin;Rodrik Cassel,Bran Stark;Summer,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"Yes,",Robb Stark;Hallis Mollen,Theon Greyjoy;Luwin;Rodrik Cassel,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,Yes.,Robb Stark;Hallis Mollen,Theon Greyjoy;Luwin;Rodrik Cassel,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Rodrik Cassel,"Lady Stark,",Catelyn Stark,Robb Stark;Theon Greyjoy;Luwin,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Rodrik Cassel,did you chance to notice the dagger the killer used?,Catelyn Stark,Robb Stark;Theon Greyjoy;Luwin,Unknown (Bran's assassin),,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"The circumstances did not allow me to examine it closely, but I can vouch for its edge,",Rodrik Cassel,Robb Stark;Theon Greyjoy;Luwin,,,TRUE
