Release Date,Book,Chapter Number,Chapter Name,Speaker,Dialogue,Addressee,Listener,About Character,Mentioned Character,Present
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,Why do you ask?,Rodrik Cassel,Robb Stark;Theon Greyjoy;Luwin,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Rodrik Cassel,"We found the knife still in the villain's grasp. It seemed to me that it was altogether too fine a weapon for such a man, so I looked at it long and hard. The blade is Valyrian steel, the hilt dragonbone. A weapon like that has no business being in the hands of such as him. Someone gave it to him.",Catelyn Stark,Robb Stark;Theon Greyjoy;Luwin,Unknown (Bran's assassin),,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"Robb, close the door.",Robb Stark,Theon Greyjoy;Luwin;Rodrik Cassel,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"What I am about to tell you must not leave this room,",Robb Stark;Theon Greyjoy;Luwin;Rodrik Cassel,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"I want your oaths on that. If even part of what I suspect is true, Ned and my girls have ridden into deadly danger, and a word in the wrong ears could mean their lives.",Robb Stark;Theon Greyjoy;Luwin;Rodrik Cassel,,Eddard Stark;Sansa Stark;Arya Stark,Eddard Stark,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Theon Greyjoy,"Lord Eddard is a second father to me,",Catelyn Stark,Robb Stark;Luwin;Rodrik Cassel,Eddard Stark,Eddard Stark,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Theon Greyjoy,I do so swear.,Catelyn Stark,Robb Stark;Luwin;Rodrik Cassel,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Luwin,"You have my oath,",Catelyn Stark,Robb Stark;Theon Greyjoy;Rodrik Cassel,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Rodrik Cassel,"And mine, my lady,",Catelyn Stark,Robb Stark;Theon Greyjoy;Luwin,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"And you, Robb?",Robb Stark,Theon Greyjoy;Luwin;Rodrik Cassel,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"My sister Lysa believes the Lannisters murdered her husband, Lord Arryn, the Hand of the King,",Robb Stark;Theon Greyjoy;Luwin;Rodrik Cassel,,Lysa Arryn;Jon Arryn,Lysa Arryn;Jon Arryn,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,It comes to me that Jaime Lannister did not join the hunt the day Bran fell. He remained here in the castle.,Robb Stark;Theon Greyjoy;Luwin;Rodrik Cassel,,Jaime Lannister;Bran Stark,Jaime Lannister;Bran Stark,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"I do not think Bran fell from that tower,",Robb Stark;Theon Greyjoy;Luwin;Rodrik Cassel,,Bran Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,I think he was thrown.,Robb Stark;Theon Greyjoy;Luwin;Rodrik Cassel,,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Rodrik Cassel,"My lady, that is a monstrous suggestion,",Catelyn Stark,Robb Stark;Theon Greyjoy;Luwin,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Rodrik Cassel,Even the Kingslayer would flinch at the murder of an innocent child.,Catelyn Stark,Robb Stark;Theon Greyjoy;Luwin,Jaime Lannister,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Theon Greyjoy,"Oh, would he?",Rodrik Cassel,Robb Stark;Catelyn Stark;Luwin,Jaime Lannister,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Theon Greyjoy,I wonder.,Rodrik Cassel,Robb Stark;Catelyn Stark;Luwin,Jaime Lannister,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"There is no limit to Lannister pride or Lannister ambition,",Rodrik Cassel;Theon Greyjoy,Luwin;Robb Stark,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Luwin,"The boy had always been surehanded in the past,",Catelyn Stark;Rodrik Cassel;Theon Greyjoy;Robb Stark,,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Luwin,He knew every stone in Winterfell.,Catelyn Stark;Rodrik Cassel;Theon Greyjoy;Robb Stark,,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,"Gods,",Rodrik Cassel;Theon Greyjoy;Catelyn Stark;Luwin,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,"If this is true, he will pay for it.",Rodrik Cassel;Theon Greyjoy;Catelyn Stark;Luwin,,Jaime Lannister,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,I'll kill him myself!,Rodrik Cassel;Theon Greyjoy;Catelyn Stark;Luwin,,Jaime Lannister,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Rodrik Cassel,"Put that away! The Lannisters are a hundred leagues away. Never draw your sword unless you mean to use it. How many times must I tell you, foolish boy?",Robb Stark,Catelyn Stark;Theon Greyjoy;Luwin,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,I see my son is wearing steel now.,Rodrik Cassel,Robb Stark;Theon Greyjoy;Luwin,Robb Stark,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Rodrik Cassel,I thought it was time.,Catelyn Stark,Robb Stark;Theon Greyjoy;Luwin,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"Past time,",Rodrik Cassel,Robb Stark;Theon Greyjoy;Luwin,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"Winterfell may have need of all its swords soon, and they had best not be made of wood.",Rodrik Cassel,Robb Stark;Theon Greyjoy;Luwin,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Theon Greyjoy,"My lady, if it comes to that, my House owes yours a great debt.",Catelyn Stark,Robb Stark;Rodrik Cassel;Luwin,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Luwin,"All we have is conjecture. This is the queen's beloved brother we mean to accuse. She will not take it kindly. We must have proof, or forever keep silent.",Catelyn Stark;Robb Stark;Theon Greyjoy;Rodrik Cassel,,Jaime Lannister;Cersei Lannister,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Rodrik Cassel,"Your proof is in the dagger,",Luwin,Catelyn Stark;Robb Stark;Theon Greyjoy,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Rodrik Cassel,A fine blade like that will not have gone unnoticed.,Luwin,Catelyn Stark;Robb Stark;Theon Greyjoy,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,Someone must go to King's Landing.,Rodrik Cassel;Robb Stark;Luwin;Theon Greyjoy,,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,"I'll go,",Catelyn Stark,Rodrik Cassel;Luwin;Theon Greyjoy,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"No,",Robb Stark,Rodrik Cassel;Luwin;Theon Greyjoy,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,Your place is here. There must always be a Stark in Winterfell.,Robb Stark,Rodrik Cassel;Luwin;Theon Greyjoy,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,I must go myself.,Robb Stark,Rodrik Cassel;Luwin;Theon Greyjoy,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Luwin,"My lady,",Catelyn Stark,Robb Stark;Rodrik Cassel;Theon Greyjoy,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Luwin,is that wise? Surely the Lannisters would greet your arrival with suspicion.,Catelyn Stark,Robb Stark;Rodrik Cassel;Theon Greyjoy,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,What about Bran?,Catelyn Stark,Luwin;Rodrik Cassel;Theon Greyjoy,Bran Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,You can't mean to leave him.,Catelyn Stark,Luwin;Rodrik Cassel;Theon Greyjoy,Bran Stark,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"I have done everything I can for Bran,",Robb Stark,Luwin;Rodrik Cassel;Theon Greyjoy,Bran Stark,Bran Stark,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"His life is in the hands of the gods and Maester Luwin. As you reminded me yourself, Robb, I have other children to think of now.",Robb Stark,Luwin;Rodrik Cassel;Theon Greyjoy,Luwin,Luwin,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Theon Greyjoy,"You will need a strong escort, my lady,",Catelyn Stark,Robb Stark;Luwin;Rodrik Cassel,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Robb Stark,"I'll send Hal with a squad of guardsmen,",Catelyn Stark;Theon Greyjoy,Luwin;Rodrik Cassel,Hallis Mollen,Hallis Mollen,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"No,",Robb Stark,Luwin;Rodrik Cassel;Theon Greyjoy,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,A large party attracts unwelcome attention. I would not have the Lannisters know I am coming.,Robb Stark,Luwin;Rodrik Cassel;Theon Greyjoy,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Rodrik Cassel,"My lady, let me accompany you at least. The kingsroad can be perilous for a woman alone.",Catelyn Stark,Robb Stark;Luwin;Theon Greyjoy,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"I will not be taking the kingsroad,",Rodrik Cassel,Robb Stark;Luwin;Theon Greyjoy,,,TRUE
8/6/1996,A Game Of Thrones,14,Catelyn III,Catelyn Stark,"Two riders can move as fast as one, and a good deal faster than a long column burdened by wagons and wheelhouses. I will welcome your company, Ser Rodrik. We will follow the White Knife down to the sea, and hire a ship at White Harbor. Strong horses and brisk winds should bring us to King's Landing well ahead of Ned and the Lannisters.",Rodrik Cassel,Robb Stark;Luwin;Theon Greyjoy,Eddard Stark,Eddard Stark,TRUE
,,,,,,,,,,
8/6/1996,A Game Of Thrones,15,Sansa I,Mordane,"The king sent for him. Another hunt, I do believe. There are still wild aurochs in these lands, I am told.",Sansa Stark,,Eddard Stark,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,"I've never seen an aurochs,",Mordane,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Mordane,"A noble lady does not feed dogs at her table,",Sansa Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,"She's not a dog, she's a direwolf,",Mordane,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,"Anyway, Father said we could keep them with us if we want.",Mordane,,Eddard Stark,Eddard Stark,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Mordane,"You're a good girl, Sansa, but I do vow, when it comes to that creature you're as willful as your sister Arya.",Sansa Stark,,Arya Stark,Arya Stark,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Mordane,And where is Arya this morning?,Sansa Stark,,Arya Stark,Arya Stark,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,"She wasn't hungry,",Mordane,,Arya Stark,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Mordane,"Do remind her to dress nicely today. The grey velvet, perhaps. We are all invited to ride with the queen and Princess Myrcella in the royal wheelhouse, and we must look our best.",Sansa Stark,,Arya Stark;Cersei Lannister;Myrcella Baratheon,Myrcella Baratheon,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,"I'll tell her,",Mordane,,Arya Stark,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,but she'll dress the way she always does.,Mordane,,Arya Stark,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,May I be excused?,Mordane,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Mordane,You may.,Sansa Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,"You better put on something pretty,",Arya Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,Septa Mordane said so. We're traveling in the queen's wheelhouse with Princess Myrcella today.,Arya Stark,,Mordane;Cersei Lannister;Myrcella Baratheon,Mordane;Myrcella Baratheon,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Arya Stark,"I'm not,",Sansa Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Arya Stark,Mycah and I are going to ride upstream and look for rubies at the ford.,Sansa Stark,,Mycah,Mycah,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,"Rubies,",Arya Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,What rubies?,Arya Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Arya Stark,Rhaegar's rubies. This is where King Robert killed him and won the crown.,Sansa Stark,,Robert Baratheon;Rhaegar Targaryen,Robert Baratheon;Rhaegar Targaryen,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,"You can't look for rubies, the princess is expecting us. The queen invited us both.",Arya Stark,,Cersei Lannister;Myrcella Baratheon,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Arya Stark,"I don't care,",Sansa Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Arya Stark,"The wheelhouse doesn't even have windows, you can't see a thing.",Sansa Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,What could you want to see?,Arya Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,It's all just fields and farms and holdfasts.,Arya Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Arya Stark,"It is not,",Sansa Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Arya Stark,"If you came with us sometimes, you'd see.",Sansa Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,"I hate riding,",Arya Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,All it does is get you soiled and dusty and sore.,Arya Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Arya Stark,"Hold still,",Nymeria,Sansa Stark,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Arya Stark,I'm not hurting you.,Nymeria,Sansa Stark,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Arya Stark,"When we were crossing the Neck, I counted thirty-six flowers I never saw before, and Mycah showed me a lizard-lion.",Sansa Stark,,Mycah,Mycah,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Arya Stark,"Last week we found this haunted watchtower, and the day before we chased a herd of wild horses. You should have seen them run when they caught a scent of Nymeria.",Sansa Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Arya Stark,"Stop that, I have to do the other side, you're all muddy.",Nymeria,Sansa Stark,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,"You're not supposed to leave the column,",Arya Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,Father said so.,Arya Stark,,Eddard Stark,Eddard Stark,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Arya Stark,"I didn't go far. Anyway, Nymeria was with me the whole time. I don't always go off, either. Sometimes it's fun just to ride along with the wagons and talk to people.",Sansa Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,"You have to come with me,",Arya Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,You can't refuse the queen. Septa Mordane will expect you.,Arya Stark,,Cersei Lannister;Mordane,Mordane,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Arya Stark,Come back here!,Nymeria,Sansa Stark,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,"There's going to be lemon cakes and tea,",Arya Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,Why would you want to ride a smelly old horse and get all sore and sweaty when you could recline on feather pillows and eat cakes with the queen?,Arya Stark,,Cersei Lannister,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Arya Stark,"I don't like the queen,",Sansa Stark,,Cersei Lannister,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Arya Stark,She won't even let me bring Nymeria.,Sansa Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,"A royal wheelhouse is no place for a wolf,",Arya Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,"And Princess Myrcella is afraid of them, you know that.",Arya Stark,,Myrcella Baratheon,Myrcella Baratheon,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Arya Stark,Myrcella is a little baby.,Sansa Stark,,Myrcella Baratheon,Myrcella Baratheon,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Arya Stark,Bad wolf!,Nymeria,Sansa Stark,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Arya Stark,"I don't care what you say, I'm going out riding.",Sansa Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,"Gods be true, Arya, sometimes you act like such a child,",Arya Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,I'll go by myself then. It will be ever so much nicer that way. Lady and I will eat all the lemon cakes and just have the best time without you.,Arya Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Arya Stark,They won't let you bring Lady either.,Sansa Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Cersei Lannister,"The council does us great honor, my good lords.",Barristan Selmy;Renly Baratheon,Sandor Clegane;Sansa Stark;Ilyn Payne;Joffrey Baratheon,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,What's happening?,Unknown (Squire),,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Unknown (Squire),"The council sent riders from King's Landing to escort us the rest of the way,",Sansa Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Unknown (Squire),An honor guard for the king.,Sansa Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Cersei Lannister,"The king is gone hunting, but I know he will be pleased to see you when he returns,",Barristan Selmy;Renly Baratheon,Sandor Clegane;Sansa Stark;Ilyn Payne;Joffrey Baratheon,Robert Baratheon,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sandor Clegane,"You are shaking, girl,",Sansa Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sandor Clegane,Do I frighten you so much?,Sansa Stark,,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Unknown (A man),"A wolf,",,Barristan Selmy;Renly Baratheon;Sandor Clegane;Sansa Stark;Ilyn Payne;Joffrey Baratheon;Cersei Lannister,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Unknown (A second man),"Seven hells, that's a direwolf,",,Barristan Selmy;Renly Baratheon;Sandor Clegane;Sansa Stark;Ilyn Payne;Joffrey Baratheon;Cersei Lannister,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Unknown (A man),What's it doing in camp?,,Barristan Selmy;Renly Baratheon;Sandor Clegane;Sansa Stark;Ilyn Payne;Joffrey Baratheon;Cersei Lannister,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sandor Clegane,"The Starks use them for wet nurses,",Unknown (A man);Unknown (A second man),Barristan Selmy;Renly Baratheon;Sansa Stark;Ilyn Payne;Joffrey Baratheon;Cersei Lannister,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Cersei Lannister,"Joffrey, go to her.",Joffrey Baratheon,Barristan Selmy;Renly Baratheon;Sandor Clegane;Sansa Stark;Ilyn Payne,Sansa Stark,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Joffrey Baratheon,"Leave her alone,",Unknown (A man);Unknown (A second man),Barristan Selmy;Renly Baratheon;Sansa Stark;Ilyn Payne;Sandor Clegane;Cersei Lannister,Sansa Stark,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Joffrey Baratheon,"What is it, sweet lady? Why are you afraid? No one will hurt you. Put away your swords, all of you. The wolf is her little pet, that's all.",Sansa Stark,Barristan Selmy;Renly Baratheon;Sandor Clegane;Ilyn Payne;Cersei Lannister,,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Joffrey Baratheon,"And you, dog, away with you, you're scaring my betrothed.",Sandor Clegane,Barristan Selmy;Renly Baratheon;Sansa Stark;Ilyn Payne;Cersei Lannister,Sansa Stark,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,"It was not him, my sweet prince,",Joffrey Baratheon,Barristan Selmy;Renly Baratheon;Ilyn Payne;Cersei Lannister,Sandor Clegane,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Sansa Stark,It was the other one.,Joffrey Baratheon,Barristan Selmy;Renly Baratheon;Ilyn Payne;Cersei Lannister,Ilyn Payne,,TRUE
8/6/1996,A Game Of Thrones,15,Sansa I,Renly Baratheon,Payne?,Sansa Stark,Barristan Selmy;Joffrey Baratheon;Ilyn Payne;Cersei Lannister,Ilyn Payne,Ilyn Payne,TRUE
